Biography,Category,Spacy_NER,Stanza_NER
"David Carmichael is an American chef, specializing in pastry. Born and raised in New York, he has run several pastry kitchens in many of Manhattan's finest restaurants. He currently works at Gilt restaurant, situated in the New York Palace Hotel. He is known for his salted milk chocolate ice cream and warm brownies.",Chefs,"[('Richard Francis Gordon Jr.', 'PERSON'), ('October 5, 1929', 'DATE'), ('November 6, 2017', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('American', 'NORP'), ('one', 'CARDINAL'), ('24', 'CARDINAL'), ('Moon', 'PERSON'), ('1969', 'DATE'), ('Apollo 12', 'LAW'), ('Moon 45', 'DATE'), ('Gordon', 'PERSON'), ('1966', 'DATE'), ('Gemini 11', 'EVENT')]","[('Richard Francis Gordon Jr.', 'PERSON'), ('October 5 , 1929', 'DATE'), ('November 6 , 2017', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('American', 'NORP'), ('one', 'CARDINAL'), ('24', 'CARDINAL'), ('Moon', 'LOC'), ('1969', 'DATE'), ('Apollo 12', 'EVENT'), ('Moon', 'FAC'), ('45', 'CARDINAL'), ('Gordon', 'PERSON'), ('1966', 'DATE'), ('Gemini 11', 'EVENT')]"
"David Chang (Korean: Chang Seok-ho 장석호; born August 5, 1977) is an American restaurateur, author, podcaster, and television personality. He is the founder of the Momofuku restaurant group. In 2009, Momofuku Ko was awarded two Michelin stars, which the restaurant has retained each year since. He co-founded the influential food magazine Lucky Peach in 2011 which lasted for 25 quarterly volumes into 2017. In 2018, Chang created, produced, and starred in a Netflix original series called Ugly Delicious, and through his Majordomo Media group, he has produced and/or starred in more television and podcasts. On November 29, 2020, he became the first celebrity to win the $1,000,000 top prize for his charity, Southern Smoke Foundation, and the fourteenth overall million dollar winner on Who Wants to Be a Millionaire.",Chefs,"[('Deng Qingming', 'PERSON'), ('Chinese', 'NORP'), ('Chinese', 'NORP'), ('Qīngmíng', 'PERSON'), ('16 March 1966', 'DATE'), ('Chinese', 'NORP'), ('Shenzhou', 'GPE')]","[('Deng Qingming', 'PERSON'), ('Chinese', 'LANGUAGE'), ('Chinese', 'NORP'), ('Dèng Qīngmíng', 'PERSON'), ('16 March 1966', 'DATE'), ('Chinese', 'NORP'), (""People 's Liberation Army Astronaut Corps"", 'ORG'), ('PLAAC', 'ORG'), ('Shenzhou', 'PRODUCT')]"
"David Kinch (born April 4, 1961) is an American chef and restauranteur. He owns and operates Manresa, a restaurant in Los Gatos, California, which was awarded three Michelin stars in 2016. Kinch's California cuisine has strong French, Catalan and Japanese influences. Kinch opened a second restaurant in Los Gatos, called The Bywater, on January 12, 2016. Manresa has been named one of the World's 50 Best Restaurants by Restaurant Magazine, was in America's Top 50 Restaurants by Gourmet, and has received four stars from the San Francisco Chronicle. He is also dean at the International Culinary Center, founded as the French Culinary Institute in 1984. Kinch is a winner of the Best Chef in America award for the Pacific region from the James Beard Foundation as well as GQ's Chef of the Year for 2011.",Chefs,"[('Reinhold Ewald', 'PERSON'), ('18 December 1956', 'DATE'), ('German', 'NORP'), ('ESA', 'ORG')]","[('Reinhold Ewald', 'PERSON'), ('18 December 1956', 'DATE'), ('German', 'NORP'), ('ESA', 'ORG')]"
"David Muñoz Rosillo (born 15 January 1980) is a Spanish chef who is internationally recognised for his cooking and famous restaurants. He currently has three Michelin stars. His passion for cooking started when he was a child and his parents didn't let him play basketball due his short height (4 feet) so instead they used to take him frequently to the famous Madrid restaurant Viridiana. He soon became fascinated by the owner, Abraham García, a chef whose cooking reflects many of his personal interests, including literature, photography, minery, travel and art. These visits to the famous restaurant led David to go to catering college, where he began his further academic training. He combined his nursery studies with gaining experience by working in Spain and abroad, where he had the chance to develop further experience. His work led him to live in London, working in top restaurants such as Nobu or Hakkasan restaurant (Asian restaurants). He spent nearly two years at each.",Chefs,"[('Joseph Albert Walker', 'PERSON'), ('February 20, 1921 – June 8, 1966', 'DATE'), ('American', 'NORP'), ('World War II', 'EVENT'), ('NASA', 'ORG'), ('first', 'ORDINAL'), ('one', 'CARDINAL'), ('twelve', 'CARDINAL'), ('the North American X-15', 'ORG'), ('the Air Force', 'ORG'), ('NASA', 'ORG'), ('1963', 'DATE'), ('Walker', 'ORG'), ('three', 'CARDINAL'), ('above 50 miles', 'QUANTITY'), ('the United States', 'GPE'), ('two', 'CARDINAL'), ('X-15 Flights 90', 'PRODUCT'), ('91', 'DATE'), ('Kármán', 'GPE'), ('100 kilometers', 'QUANTITY'), ('62.14 miles', 'QUANTITY'), ('Mercury', 'ORG'), ('Vostok', 'ORG'), ('first', 'ORDINAL'), ('X-15', 'PRODUCT'), ('100 km', 'QUANTITY'), ('June 8, 1966', 'DATE')]","[('Joseph Albert Walker', 'PERSON'), ('February 20 , 1921', 'DATE'), ('June 8 , 1966', 'DATE'), ('Capt , USAF', 'WORK_OF_ART'), ('American', 'NORP'), ('World War II', 'EVENT'), ('NASA', 'ORG'), ('first', 'ORDINAL'), ('one', 'CARDINAL'), ('twelve', 'CARDINAL'), ('the North American X-15', 'ORG'), ('the Air Force', 'ORG'), ('NASA', 'ORG'), ('1963', 'DATE'), ('Walker', 'PERSON'), ('three', 'CARDINAL'), ('50 miles', 'QUANTITY'), ('United States', 'GPE'), ('two', 'CARDINAL'), ('X-15 Flights', 'PRODUCT'), ('90', 'CARDINAL'), ('91', 'CARDINAL'), ('Kármán', 'FAC'), ('100 kilometers', 'QUANTITY'), ('62.14 miles', 'QUANTITY'), ('Mercury', 'PRODUCT'), ('Vostok', 'PRODUCT'), ('Walker', 'PERSON'), ('first', 'ORDINAL'), ('X-15', 'ORG'), ('100 km', 'QUANTITY'), ('Walker', 'PERSON'), ('June 8 , 1966', 'DATE')]"
"David Rocco (born July 27, 1970) is a Canadian author, cook, and host of several internationally syndicated television series. He is most known for producing and hosting the television series David Rocco's Dolce Vita, and publishing four cookbooks Avventura, David Rocco's Dolce Vita, Made in Italy, and David Rocco's Dolce Famiglia.",Chefs,"[('Joseph Richard Tanner', 'PERSON'), ('January 21, 1950', 'DATE'), ('American', 'NORP'), ('the University of Colorado Boulder', 'ORG'), ('NASA', 'ORG'), ('Danville', 'GPE'), ('Illinois', 'GPE'), ('M.D.', 'GPE'), ('Ph.D.', 'WORK_OF_ART'), ('NASA', 'ORG'), ('1992', 'DATE'), ('1987', 'DATE')]","[('Joseph Richard Tanner', 'PERSON'), ('January 21 , 1950', 'DATE'), ('American', 'NORP'), ('the University of Colorado Boulder', 'ORG'), ('NASA', 'ORG'), ('Danville', 'GPE'), ('Illinois', 'GPE'), ('Ph.D.', 'WORK_OF_ART'), ('Tanner', 'PERSON'), ('NASA', 'ORG'), ('the NASA Astronaut Corps', 'ORG'), ('1992', 'DATE'), ('1987', 'DATE')]"
"David Ruggerio (born Sabatino Antonino Gambino; June 26, 1962, in Brooklyn, USA) is an American chef, author, and television personality. Son of Saverio Erasmo Gambino and Constance Lazzarino, he became famous in the food world during the 1990s. Ruggerio honed his culinary skills in France at several of the country's leading restaurants, among them, the Hotel Negresco with ; Moulin de Mougins with Roger Vergé; L'Auberge du Pont de Collonges with Paul Bocuse and Les Pres d'Eugenie with Michel Guérard.",Chefs,"[('Richard Alan Searfoss', 'PERSON'), ('June 5, 1956', 'DATE'), ('September 29, 2018', 'DATE'), ('American', 'NORP'), ('United States', 'ORG'), ('Air Force', 'ORG'), ('NASA', 'ORG')]","[('Richard Alan Searfoss', 'PERSON'), ('June 5 , 1956', 'DATE'), ('September 29 , 2018', 'DATE'), ('American', 'NORP'), ('United States Air Force', 'ORG'), ('NASA', 'ORG')]"
"William Dean Fearing (born 1955) is an American chef known as one of the earliest stars of Southwestern Cuisine.""",Chefs,"[('Ronald Ellwin Evans Jr.', 'PERSON'), ('November 10, 1933 – April 7, 1990', 'DATE'), ('American', 'NORP'), ('the United States Navy', 'ORG'), ('NASA', 'ORG'), ('Command Module Pilot', 'ORG'), ('Apollo 17', 'LAW'), ('one', 'CARDINAL'), ('24', 'CARDINAL'), ('Moon', 'PERSON'), ('one', 'CARDINAL'), ('12', 'CARDINAL'), ('Moon', 'PERSON'), ('Evans', 'PERSON'), ('a Bachelor of Science', 'ORG'), ('the University of Kansas', 'ORG'), ('the U.S. Navy', 'ORG'), ('1956', 'DATE'), ('the Vietnam War', 'EVENT'), ('1964', 'DATE'), ('a Master of Science', 'WORK_OF_ART'), ('the U.S. Naval Postgraduate School', 'ORG'), ('Navy', 'ORG'), ('1976', 'DATE'), ('Evans', 'PERSON'), ('NASA', 'ORG'), ('NASA Astronaut Group 5 in', 'ORG'), ('1966', 'DATE'), ('Module', 'ORG'), ('Apollo 17', 'LAW'), ('December 1972', 'DATE'), ('Moon', 'PERSON'), ('Gene Cernan', 'PERSON'), ('Lunar Module Pilot', 'PERSON'), ('Harrison Schmitt', 'PERSON'), ('Evans', 'PERSON'), ('five', 'CARDINAL'), ('75', 'CARDINAL'), ('two', 'CARDINAL'), ('Moon', 'PERSON'), ('147 hours', 'TIME'), ('43 minutes', 'TIME'), (""Apollo 17's"", 'LAW'), ('Earth', 'LOC'), ('Evans', 'PERSON'), ('third', 'ORDINAL'), ('2022', 'DATE'), ('one', 'CARDINAL'), ('only three', 'CARDINAL'), ('Apollo', 'ORG'), ('Apollo', 'ORG'), ('1975', 'DATE'), ('Evans', 'ORG'), ('Command Module Pilot', 'ORG'), ('Apollo', 'ORG'), ('NASA', 'ORG'), ('March 1977', 'DATE')]","[('Ronald Ellwin Evans Jr.', 'PERSON'), ('November 10 , 1933', 'DATE'), ('April 7 , 1990', 'DATE'), ('American', 'NORP'), ('the United States Navy', 'ORG'), ('NASA', 'ORG'), ('Command Module Pilot', 'PRODUCT'), ('Apollo 17', 'PRODUCT'), ('one', 'CARDINAL'), ('24', 'CARDINAL'), ('Moon', 'LOC'), ('one', 'CARDINAL'), ('12', 'CARDINAL'), ('Moon', 'LOC'), ('Evans', 'PERSON'), ('Bachelor of Science', 'ORG'), ('the University of Kansas', 'ORG'), ('the U.S. Navy', 'ORG'), ('1956', 'DATE'), ('the Vietnam War', 'EVENT'), ('1964', 'DATE'), ('the U.S. Naval Postgraduate School', 'ORG'), ('Navy', 'ORG'), ('1976', 'DATE'), ('Evans', 'PERSON'), ('NASA', 'ORG'), ('NASA', 'ORG'), ('Astronaut Group 5', 'PRODUCT'), ('1966', 'DATE'), ('Module', 'PRODUCT'), ('Apollo 17', 'PRODUCT'), ('December 1972', 'DATE'), ('Moon', 'LOC'), ('Gene Cernan', 'PERSON'), ('Lunar Module Pilot', 'PRODUCT'), ('Harrison Schmitt', 'PERSON'), ('Evans', 'PERSON'), ('five', 'CARDINAL'), ('Moon', 'PRODUCT'), ('75', 'CARDINAL'), ('two', 'CARDINAL'), ('Moon', 'LOC'), ('147 hours and 43 minutes', 'TIME'), (""Apollo 17 's"", 'ORG'), ('Earth', 'LOC'), ('Evans', 'PERSON'), ('EVA', 'PRODUCT'), ('third', 'ORDINAL'), ('2022', 'DATE'), ('one', 'CARDINAL'), ('only three', 'CARDINAL'), ('Apollo', 'ORG'), ('Apollo', 'PRODUCT'), ('1975', 'DATE'), ('Evans', 'PERSON'), ('Command Module Pilot', 'PRODUCT'), ('Apollo', 'ORG'), ('Soyuz Test Project', 'PRODUCT'), ('the Space Shuttle', 'FAC'), ('NASA', 'ORG'), ('March 1977', 'DATE')]"
"Delia Ann Smith CH CBE (born 18 June 1941) is an English cook and television presenter, known for teaching basic cookery skills in a no-nonsense style. One of the best known celebrity chefs in British popular culture, Smith has influenced viewers to become more culinarily adventurous. She is also famous for her role as joint majority shareholder at Norwich City F.C.",Chefs,"[('William Brian Binnie', 'PERSON'), ('April 26, 1953 – September 15, 2022', 'DATE'), ('United States', 'ORG'), ('Navy', 'ORG'), ('one', 'CARDINAL'), ('SpaceShipOne', 'ORG'), ('Composites', 'PRODUCT'), ('2003 to 2004', 'DATE')]","[('William Brian Binnie', 'PERSON'), ('April 26 , 1953', 'DATE'), ('September 15 , 2022', 'DATE'), ('United States Navy', 'ORG'), ('one', 'CARDINAL'), ('SpaceShipOne', 'PRODUCT'), ('Scaled Composites', 'PRODUCT'), ('2003 to 2004', 'DATE')]"
"Alfred Portale (born July 5, 1954) is an American chef, author and restaurateur known as a pioneer in the New American cuisine movement.",Chefs,"[('Josh Emett', 'PERSON'), ('New Zealand', 'GPE'), ('9 Princes st Auckland and The Oyster Inn', 'ORG'), ('Waiheke Island', 'LOC'), ('Helen', 'PERSON'), ('Rata', 'PERSON'), ('Queenstown', 'GPE'), ('Madam Woo', 'ORG'), ('Hawker and Roll', 'ORG'), ('Emett', 'PERSON'), ('Gordon Ramsay', 'PERSON'), ('10 years', 'DATE'), ('MasterChef New Zealand', 'ORG')]","[('Josh Emett', 'PERSON'), ('New Zealand', 'GPE'), ('Onslow', 'GPE'), ('9 Princes st Auckland', 'FAC'), ('The Oyster Inn', 'FAC'), ('Waiheke Island', 'GPE'), ('Helen', 'PERSON'), ('Rata', 'ORG'), ('Queenstown', 'GPE'), ('Go - To Collection', 'ORG'), ('Madam Woo', 'PERSON'), ('Hawker and Roll', 'WORK_OF_ART'), ('Emett', 'PERSON'), ('Gordon Ramsay', 'PERSON'), ('over 10 years', 'DATE'), ('MasterChef', 'WORK_OF_ART'), ('New Zealand', 'GPE')]"
"Andrea Reusing is an American chef, best known for her restaurant Lantern in Chapel Hill, North Carolina. In 2011, she won the Best Chef Southeast award from the James Beard Foundation Awards.",Chefs,"[('Brewster Hopkinson Shaw Jr.', 'PERSON'), ('May 16, 1945', 'DATE'), ('NASA', 'ORG'), ('U.S. Air Force', 'ORG'), ('Boeing', 'ORG'), ('Shaw', 'PERSON'), ('U.S.', 'GPE'), ('May 6, 2006', 'DATE'), ('Shaw', 'PERSON'), ('three', 'CARDINAL'), ('Space Shuttle', 'ORG'), ('533 hours', 'TIME'), ('Space Shuttle Columbia', 'ORG'), ('November 1983', 'DATE'), ('Space Shuttle Atlantis', 'ORG'), ('November 1985', 'DATE'), ('Columbia', 'ORG'), ('August 1989', 'DATE'), ('1986', 'DATE'), ('Roger', 'PERSON'), ('Shaw', 'PERSON'), ('Shaw', 'PERSON'), ('NASA', 'ORG'), ('1996', 'DATE'), ('the Air Force', 'ORG')]","[('Brewster Hopkinson Shaw Jr.', 'PERSON'), ('May 16 , 1945', 'DATE'), ('NASA', 'ORG'), ('U.S. Air Force', 'ORG'), ('Boeing', 'ORG'), ('Shaw', 'PERSON'), ('U.S.', 'GPE'), ('Astronaut Hall of Fame', 'ORG'), ('May 6 , 2006', 'DATE'), ('Shaw', 'PERSON'), ('three', 'CARDINAL'), ('Space Shuttle', 'PRODUCT'), ('533 hours', 'TIME'), ('Space Shuttle Columbia', 'ORG'), ('November 1983', 'DATE'), ('Space Shuttle Atlantis', 'ORG'), ('November 1985', 'DATE'), ('Columbia', 'GPE'), ('August 1989', 'DATE'), ('Space Shuttle', 'EVENT'), ('Challenger', 'PRODUCT'), ('1986', 'DATE'), ('Roger', 'PERSON'), ('Presidential Commission', 'ORG'), ('Shaw', 'PERSON'), ('Space Shuttle Orbiter', 'PRODUCT'), ('Shaw', 'PERSON'), ('NASA', 'ORG'), ('1996', 'DATE'), ('the Air Force', 'ORG')]"
"Ann Kim is a James Beard Award-winning chef and restaurateur in Minneapolis, Minnesota.",Chefs,"[('Elia Aboumrad', 'PERSON'), ('Mexico City', 'GPE'), ('Mexico', 'GPE'), ('Mexican', 'NORP')]","[('Elia Aboumrad', 'PERSON'), ('Mexico City', 'GPE'), ('Mexico', 'GPE'), ('Mexican', 'NORP'), ('Top Chef', 'ORG')]"
"Anne Byrn (Nashville, Tennessee) is an American cookbook author and the former food editor of The Atlanta Journal-Constitution and The Tennessean.",Chefs,"[('Pavel Ivanovich Belyayev', 'PERSON'), ('Russian', 'NORP'), ('Павел Иванович Беляев', 'PERSON'), ('26 June 1925', 'DATE'), ('10 January 1970', 'DATE'), ('Soviet', 'NORP'), ('first', 'ORDINAL'), ('the cosmonaut corps', 'ORG'), ('Voskhod 2', 'PRODUCT'), ('first', 'ORDINAL'), ('1965', 'DATE')]","[('Pavel Ivanovich Belyayev', 'PERSON'), ('Russian', 'NORP'), ('26 June 1925', 'DATE'), ('10 January 1970', 'DATE'), ('Soviet', 'NORP'), ('first', 'ORDINAL'), ('Voskhod 2', 'PRODUCT'), ('first', 'ORDINAL'), ('1965', 'DATE')]"
"Anne Kearney is an American chef and restaurateur. Kearney describes her cooking with the motto ""Food of Love"". With a background at Bistro at the Maison de Ville and Peristyle with John Neal and as line cook and culinary assistant at Emeril Lagasse's Emeril's, she was given the opportunity to purchase Peristyle from Neal's estate in 1995. She rose to national recognition and later was honored in 2002 with a James Beard Foundation award as ""Southeast Regional Best Chef"". Kearney's food is an American interpretation of Provençal bistro fare.",Chefs,"[('Samin Nosrat', 'PERSON'), ('Persian', 'NORP'), ('November 7, 1979', 'DATE'), ('American', 'NORP'), ('the James Beard Award', 'ORG'), ('New York Times Bestselling', 'ORG'), ('Netflix', 'GPE'), ('2017–2021', 'CARDINAL'), ('The New York Times Magazine', 'ORG'), ('Nosrat', 'ORG'), ('Home Cooking', 'ORG')]","[('Samin Nosrat', 'PERSON'), ('Persian', 'NORP'), ('November 7 , 1979', 'DATE'), ('American', 'NORP'), ('the James Beard Award', 'WORK_OF_ART'), ('New York Times', 'ORG'), ('Salt Fat Acid Heat', 'WORK_OF_ART'), ('Netflix', 'ORG'), ('2017–2021', 'DATE'), ('The New York Times Magazine', 'ORG'), ('Nosrat', 'PERSON'), ('Home Cooking', 'WORK_OF_ART')]"
Antony J. Ballard is an English personal celebrity chef and businessman.,Chefs,"[('Peter Jeffrey Kelsay Wisoff', 'PERSON'), ('August 16, 1958', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('Wisoff', 'ORG'), ('four', 'CARDINAL'), ('first', 'ORDINAL'), ('1993', 'DATE'), ('2000', 'DATE')]","[('Peter Jeffrey Kelsay Wisoff', 'PERSON'), ('August 16 , 1958', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('Wisoff', 'PERSON'), ('four', 'CARDINAL'), ('Space Shuttle', 'ORG'), ('first', 'ORDINAL'), ('1993', 'DATE'), ('2000', 'DATE')]"
"Holger Stromberg (born 15 March 1972), is a German celebrity chef. At the age of 23 in 1994, he gained his first Michelin star whilst head chef at the restaurant in Castrop-Rauxel, making him Germany's youngest Michelin starred chef. He is owner and chef patron of in Munich, and the chef of the Germany national football team.",Chefs,"[('Judith Arlene Resnik', 'PERSON'), ('April 5, 1949', 'DATE'), ('January 28, 1986', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('fourth', 'ORDINAL'), ('second', 'ORDINAL'), ('American', 'NORP'), ('first', 'ORDINAL'), ('Jewish', 'NORP'), ('145 hours', 'TIME'), ('Resnik', 'PERSON'), ('Carnegie Institute of Technology', 'ORG'), ('sixteenth', 'ORDINAL'), ('the United States', 'GPE'), ('SAT', 'ORG'), ('Carnegie Mellon', 'ORG'), ('PhD', 'WORK_OF_ART'), ('the University of Maryland', 'ORG'), ('Resnik', 'PERSON'), ('RCA', 'ORG'), ('Navy', 'ORG'), ('Xerox Corporation', 'ORG'), ('the National Institutes of Health', 'ORG'), ('age 28', 'DATE'), ('Resnik', 'PERSON'), ('NASA', 'ORG'), ('NASA Astronaut Group 8', 'ORG'), ('first', 'ORDINAL'), ('NASA', 'ORG'), ('first', 'ORDINAL'), ('August', 'DATE'), ('September 1984', 'DATE'), ('Discovery', 'PRODUCT'), ('January 1986', 'DATE')]","[('Judith Arlene Resnik', 'PERSON'), ('April 5 , 1949', 'DATE'), ('January 28 , 1986', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('Space Shuttle Challenger', 'EVENT'), ('fourth', 'ORDINAL'), ('second', 'ORDINAL'), ('American', 'NORP'), ('first', 'ORDINAL'), ('Jewish', 'NORP'), ('145 hours', 'TIME'), ('Resnik', 'PERSON'), ('Carnegie Institute of Technology', 'ORG'), ('sixteenth', 'ORDINAL'), ('the United States', 'GPE'), ('SAT', 'ORG'), ('Carnegie Mellon', 'ORG'), ('the University of Maryland', 'ORG'), ('Resnik', 'PERSON'), ('RCA', 'ORG'), ('Navy', 'ORG'), ('Xerox Corporation', 'ORG'), ('the National Institutes of Health', 'ORG'), ('age 28', 'DATE'), ('Resnik', 'PERSON'), ('NASA', 'ORG'), ('NASA Astronaut Group 8', 'ORG'), ('first', 'ORDINAL'), ('NASA', 'ORG'), ('first', 'ORDINAL'), ('August', 'DATE'), ('September 1984', 'DATE'), ('twelfth', 'ORDINAL'), ('Space Shuttle', 'ORG'), ('Discovery', 'PRODUCT'), ('second', 'ORDINAL'), ('Shuttle', 'PRODUCT'), ('January 1986', 'DATE'), ('Challenger', 'PRODUCT')]"
"Homaro ""Omar"" Cantu Jr. (September 23, 1976 – April 14, 2015) was an American chef and inventor known for his use of molecular gastronomy. As a child, Cantu was fascinated with science and engineering. While working in a fast food restaurant, he discovered the similarities between science and cooking and decided to become a chef. In 1999, he was hired by his idol, Chicago chef Charlie Trotter. In 2003, Cantu became the first chef of Moto, which he later purchased. Through Moto, Cantu explored his unusual ideas about cooking including edible menus, carbonated fruit, and food cooked with a laser. Initially seen as a novelty only, Moto eventually earned critical praise and, in 2012, a Michelin star. Cantu's second restaurant, iNG, and his coffee house, Berrista, focused on the use of ""miracle berries"" to make sour food taste sweet. He was working on opening a brewery called Crooked Fork at the time of his suicide in 2015. In addition to being a chef, Cantu was a media personality, appearing regularly on TV shows, and an inventor. In 2010, he produced and co-hosted a show called Future Food. Through his media appearances, he advocated for an end to world hunger and thought his edible paper creation and the miracle berry could play a significant role in that goal. Cantu volunteered his time and money to a variety of charities and patented several food gadgets.",Chefs,"[('Roger Keith Crouch', 'PERSON'), ('September 12, 1940', 'DATE'), ('American', 'NORP'), ('two', 'CARDINAL'), ('NASA', 'ORG'), ('1997', 'DATE')]","[('Roger Keith Crouch', 'PERSON'), ('September 12 , 1940', 'DATE'), ('American', 'NORP'), ('two', 'CARDINAL'), ('NASA', 'ORG'), ('Space Shuttle', 'PRODUCT'), ('1997', 'DATE')]"
"Hubert Keller is a noted French chef, who is known for his signature restaurants, Fleur de Lys in San Francisco and Las Vegas.",Chefs,"[('Belinda Leong', 'PERSON'), ('American', 'NORP'), ('b. Patisserie', 'PERSON'), ('San Francisco', 'GPE'), ('Leong', 'PERSON'), (""Michael Mina's"", 'PERSON'), ('San Francisco City College', 'ORG'), ('1999', 'DATE'), ('Gary Danko', 'PERSON'), ('2001', 'DATE'), ('eight years', 'DATE'), ('Gary Danko', 'PERSON'), ('Leong', 'PERSON'), ('Europe', 'LOC'), ('Pierre Hermé', 'PERSON'), ('Paris', 'GPE'), ('Carles Mampel', 'PERSON'), ('Martín Berasategui', 'PERSON'), ('Lasarte', 'GPE'), ('René Redzepi', 'GPE'), ('Noma', 'GPE'), ('De Wulf', 'GPE'), ('Belgium', 'GPE'), ('two years', 'DATE'), ('Europe', 'LOC'), ('the Bay Area', 'LOC'), ('Manresa', 'GPE'), ('2013', 'DATE'), ('Leong', 'PERSON'), ('Michel Suas', 'PERSON'), ('the San Francisco Baking Institute', 'ORG'), ('b. Patisserie', 'PERSON'), ('San Francisco', 'GPE'), ('Leong', 'PERSON'), ('James Beard Foundation Awards for Outstanding Pastry Chef', 'ORG'), ('2014', 'DATE'), ('Outstanding Baker', 'PERSON'), ('2015', 'DATE'), ('2016', 'DATE'), ('2017', 'DATE'), ('2018', 'DATE'), ('the James Beard Award', 'PERSON'), ('Baker', 'PERSON'), ('Michel Suas', 'PERSON')]","[('Belinda Leong', 'PERSON'), ('American', 'NORP'), ('Patisserie', 'ORG'), ('San Francisco', 'GPE'), ('Leong', 'PERSON'), (""Michael Mina 's"", 'PERSON'), ('Aqua Restaurant', 'ORG'), ('the Hospitality and Restaurant Program', 'ORG'), ('San Francisco City College', 'ORG'), ('1999', 'DATE'), ('Gary Danko', 'PERSON'), ('2001', 'DATE'), ('eight years', 'DATE'), ('Gary Danko', 'PERSON'), ('Leong', 'PERSON'), ('Europe', 'LOC'), ('Pierre Hermé', 'PERSON'), ('Paris', 'GPE'), ('Carles Mampel', 'PERSON'), ('Bubó', 'GPE'), ('Martín Berasategui', 'PERSON'), ('Lasarte', 'GPE'), ('René Redzepi', 'PERSON'), ('Noma', 'GPE'), ('In De Wulf', 'FAC'), ('Belgium', 'GPE'), ('two years', 'DATE'), ('Europe', 'LOC'), ('the Bay Area', 'LOC'), ('Manresa', 'GPE'), ('2013', 'DATE'), ('Leong', 'PERSON'), ('Michel Suas', 'PERSON'), ('the San Francisco Baking Institute', 'ORG'), ('San Francisco', 'GPE'), ('Her Kouign - amann', 'PERSON'), ('Leong', 'PERSON'), ('James Beard Foundation Awards', 'WORK_OF_ART'), ('Outstanding Pastry Chef', 'WORK_OF_ART'), ('2014', 'DATE'), ('Outstanding Baker', 'WORK_OF_ART'), ('2015', 'DATE'), ('2016', 'DATE'), ('2017', 'DATE'), ('2018', 'DATE'), ('the James Beard Award', 'WORK_OF_ART'), ('Baker', 'PERSON'), ('Michel Suas', 'PERSON')]"
